synthetic_id,home_zcta,home_county,source_atl_workers,adoption_percentile,synthetic_generation_version,schedule_model_version,destination_model_version,schedule_type,shift_family,work_days,shift_hours,shift_start_time,shift_end_time,crosses_midnight,airport_destination,nearest_marta_station,distance_to_marta_miles,marta_access_tier,marta_inbound_days_supported,marta_outbound_days_supported,marta_round_trip_days_supported,marta_schedule_support_percent,marta_schedule_status,final_mile_validation_required,marta_candidate
SYN-02980,30248,"Henry County, GA",602,9.531,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:00,13:00,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,5,4,80.0,partial,false,false
SYN-02981,30248,"Henry County, GA",602,8.132,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,18:00,02:00,true,South Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,5,0,0,0.0,none,true,false
SYN-02982,30248,"Henry County, GA",602,2.106,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,13:30,21:30,false,Delta G.O.,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-02983,30248,"Henry County, GA",602,1.349,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,wed|thu|fri|sat,10,04:15,14:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,0,4,0,0.0,none,false,false
SYN-02984,30248,"Henry County, GA",602,7.674,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:45,13:45,false,Delta TechOps,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-02985,30248,"Henry County, GA",602,3.119,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:00,17:00,false,South Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-02986,30248,"Henry County, GA",602,8.936,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:30,13:30,false,Delta TechOps,AIRPORT STATION,27.91,outside_rail_catchment,4,5,4,80.0,partial,true,false
SYN-02987,30248,"Henry County, GA",602,6.758,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,fri|sat|sun|mon|tue,8,17:15,01:15,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02988,30248,"Henry County, GA",602,3.576,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:00,21:00,false,North Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-02989,30248,"Henry County, GA",602,1.687,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:15,21:15,false,Delta TechOps,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-02990,30248,"Henry County, GA",602,4.653,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,tue|wed|thu|fri|sat,8,21:45,05:45,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02991,30248,"Henry County, GA",602,6.850,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,thu|fri|sat|sun,10,18:45,04:45,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-02992,30248,"Henry County, GA",602,4.137,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:30,21:30,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02993,30248,"Henry County, GA",602,3.530,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:15,14:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02994,30248,"Henry County, GA",602,4.858,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,06:15,14:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02995,30248,"Henry County, GA",602,4.685,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,mon|tue|wed|thu,10,07:45,17:45,false,North Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-02996,30248,"Henry County, GA",602,7.747,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:45,12:45,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,0,5,0,0.0,none,false,false
SYN-02997,30248,"Henry County, GA",602,3.526,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:45,15:45,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-02998,30248,"Henry County, GA",602,4.173,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,06:15,14:15,false,North Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,3,5,3,60.0,partial,true,false
SYN-02999,30248,"Henry County, GA",602,6.139,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,10:00,18:00,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03000,30248,"Henry County, GA",602,5.407,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:30,01:30,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03001,30248,"Henry County, GA",602,7.275,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,thu|fri|sat|sun,10,07:30,17:30,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,4,4,100.0,full,false,false
SYN-03002,30248,"Henry County, GA",602,5.613,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sun|wed,4,15:15,19:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,2,2,2,100.0,full,false,false
SYN-03003,30248,"Henry County, GA",602,9.078,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,20:45,04:45,true,Delta G.O.,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-03004,30248,"Henry County, GA",602,3.394,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,mon|sun,4,04:00,08:00,false,Delta G.O.,AIRPORT STATION,27.91,outside_rail_catchment,0,2,0,0.0,none,true,false
SYN-03005,30248,"Henry County, GA",602,1.662,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,12:00,20:00,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03006,30248,"Henry County, GA",602,4.340,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:30,01:30,true,International Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-03007,30248,"Henry County, GA",602,5.002,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,21:15,05:15,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03008,30248,"Henry County, GA",602,5.680,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,mon|tue|wed|thu,10,17:00,03:00,true,International Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,0,0,0.0,none,true,false
SYN-03009,30248,"Henry County, GA",602,9.729,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,06:45,14:45,false,Rental Car Center,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03010,30248,"Henry County, GA",602,6.907,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,18:45,02:45,true,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,0,0,0.0,none,false,false
SYN-03011,30248,"Henry County, GA",602,3.331,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:00,00:00,true,Other Airport Area,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-03012,30248,"Henry County, GA",602,5.902,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,overnight,sun|tue|fri|thu,6,19:45,01:45,true,International Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,0,0,0.0,none,true,false
SYN-03013,30248,"Henry County, GA",602,8.140,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,tue|wed|thu|fri,10,04:15,14:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,0,4,0,0.0,none,false,false
SYN-03014,30248,"Henry County, GA",602,4.735,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,13:00,21:00,false,South Cargo Area,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-03015,30248,"Henry County, GA",602,3.572,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,09:15,17:15,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,false,false
SYN-03016,30248,"Henry County, GA",602,5.660,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,05:30,13:30,false,Domestic Terminal,AIRPORT STATION,27.91,outside_rail_catchment,3,5,3,60.0,partial,false,false
SYN-03017,30248,"Henry County, GA",602,8.976,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,19:00,03:00,true,Other Airport Area,AIRPORT STATION,27.91,outside_rail_catchment,5,0,0,0.0,none,true,false
SYN-03018,30248,"Henry County, GA",602,4.528,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,thu|fri|sat|sun,10,14:30,00:30,true,International Terminal,AIRPORT STATION,27.91,outside_rail_catchment,4,4,4,100.0,full,true,false
SYN-03019,30248,"Henry County, GA",602,7.457,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,05:00,13:00,false,International Terminal,AIRPORT STATION,27.91,outside_rail_catchment,0,5,0,0.0,none,true,false
SYN-03020,30248,"Henry County, GA",602,9.400,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,23:30,07:30,true,Delta TechOps,AIRPORT STATION,27.91,outside_rail_catchment,5,5,5,100.0,full,true,false
SYN-03021,30038,"DeKalb County, GA",600,7.697,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:15,16:15,false,Delta G.O.,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03022,30038,"DeKalb County, GA",600,3.992,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,20:30,04:30,true,South Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03023,30038,"DeKalb County, GA",600,9.518,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,wed|thu|fri|sat,10,05:30,15:30,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,3,4,3,75.0,partial,false,false
SYN-03024,30038,"DeKalb County, GA",600,7.671,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,13:30,21:30,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03025,30038,"DeKalb County, GA",600,0.442,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,10:45,18:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03026,30038,"DeKalb County, GA",600,3.731,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:15,23:15,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03027,30038,"DeKalb County, GA",600,2.940,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:45,17:45,false,North Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03028,30038,"DeKalb County, GA",600,2.506,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:45,13:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03029,30038,"DeKalb County, GA",600,5.588,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,fri|sat|sun|mon|tue,8,15:30,23:30,false,South Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03030,30038,"DeKalb County, GA",600,7.488,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,10:15,20:15,false,Delta G.O.,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03031,30038,"DeKalb County, GA",600,0.051,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,08:15,16:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03032,30038,"DeKalb County, GA",600,4.760,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,05:30,13:30,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,3,5,3,60.0,partial,false,false
SYN-03033,30038,"DeKalb County, GA",600,8.293,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:30,01:30,true,Rental Car Center,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03034,30038,"DeKalb County, GA",600,4.114,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,17:15,01:15,true,Rental Car Center,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03035,30038,"DeKalb County, GA",600,3.276,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,fri|sat|sun|mon,10,15:00,01:00,true,Delta G.O.,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03036,30038,"DeKalb County, GA",600,0.557,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:30,16:30,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03037,30038,"DeKalb County, GA",600,8.339,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,05:30,13:30,false,International Terminal,INDIAN CREEK STATION,8.81,park_and_ride,3,5,3,60.0,partial,true,false
SYN-03038,30038,"DeKalb County, GA",600,5.237,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,03:45,11:45,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,0,5,0,0.0,none,true,false
SYN-03039,30038,"DeKalb County, GA",600,4.176,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,20:45,04:45,true,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03040,30038,"DeKalb County, GA",600,4.962,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,tue|wed|thu|fri,10,21:45,07:45,true,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03041,30038,"DeKalb County, GA",600,3.972,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sat|fri|thu,4,16:45,20:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,3,3,3,100.0,full,false,true
SYN-03042,30038,"DeKalb County, GA",600,5.991,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,07:00,15:00,false,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03043,30038,"DeKalb County, GA",600,6.876,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,mon|tue|wed|thu,10,13:15,23:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,false,true
SYN-03044,30038,"DeKalb County, GA",600,1.951,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,19:00,03:00,true,South Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,5,3,3,60.0,partial,true,false
SYN-03045,30038,"DeKalb County, GA",600,8.118,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,thu|fri|sat|sun,10,10:00,20:00,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03046,30038,"DeKalb County, GA",600,6.157,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,04:15,14:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,0,4,0,0.0,none,false,false
SYN-03047,30038,"DeKalb County, GA",600,3.337,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,09:15,17:15,false,International Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03048,30038,"DeKalb County, GA",600,4.745,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,07:45,15:45,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03049,30038,"DeKalb County, GA",600,1.658,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,10:00,18:00,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03050,30038,"DeKalb County, GA",600,5.559,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:15,17:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03051,30038,"DeKalb County, GA",600,4.752,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,thu|fri|sat|sun,10,04:15,14:15,false,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,0,4,0,0.0,none,true,false
SYN-03052,30038,"DeKalb County, GA",600,9.107,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:15,13:15,false,North Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,0,5,0,0.0,none,true,false
SYN-03053,30038,"DeKalb County, GA",600,5.436,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,mon|tue|wed|thu,10,08:15,18:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,false,true
SYN-03054,30038,"DeKalb County, GA",600,7.059,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,03:30,11:30,false,South Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,4,5,4,80.0,partial,true,false
SYN-03055,30038,"DeKalb County, GA",600,6.358,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,08:45,16:45,false,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03056,30038,"DeKalb County, GA",600,9.535,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,03:30,11:30,false,North Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03057,30038,"DeKalb County, GA",600,0.409,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,13:45,21:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03058,30038,"DeKalb County, GA",600,5.409,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,04:45,12:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,0,5,0,0.0,none,false,false
SYN-03059,30038,"DeKalb County, GA",600,5.481,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,fri|thu,6,04:45,10:45,false,North Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,0,2,0,0.0,none,true,false
SYN-03060,30038,"DeKalb County, GA",600,1.054,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,wed|thu|fri|sat,10,07:15,17:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,false,true
SYN-03061,30038,"DeKalb County, GA",600,1.897,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,fri|sat|sun|mon,10,21:30,07:30,true,International Terminal,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03062,30038,"DeKalb County, GA",600,4.870,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,sat|sun|mon|tue,10,11:30,21:30,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03063,30038,"DeKalb County, GA",600,5.186,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,thu|fri|sat|sun,10,12:45,22:45,false,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03064,30038,"DeKalb County, GA",600,3.685,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,16:15,00:15,true,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03065,30038,"DeKalb County, GA",600,2.937,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:45,13:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03066,30038,"DeKalb County, GA",600,4.607,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,fri|sat|sun|mon,10,18:45,04:45,true,North Cargo Area,INDIAN CREEK STATION,8.81,park_and_ride,4,4,4,100.0,full,true,true
SYN-03067,30038,"DeKalb County, GA",600,5.429,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:00,12:00,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,0,5,0,0.0,none,false,false
SYN-03068,30038,"DeKalb County, GA",600,1.511,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,mon|tue|wed|thu,10,03:30,13:30,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,0,4,0,0.0,none,false,false
SYN-03069,30038,"DeKalb County, GA",600,5.700,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,14:00,22:00,false,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,true,true
SYN-03070,30038,"DeKalb County, GA",600,8.413,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,mon|tue|wed|thu,10,16:45,02:45,true,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,4,0,0,0.0,none,true,false
SYN-03071,30038,"DeKalb County, GA",600,5.383,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,03:45,11:45,false,Other Airport Area,INDIAN CREEK STATION,8.81,park_and_ride,0,5,0,0.0,none,true,false
SYN-03072,30038,"DeKalb County, GA",600,6.195,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,sat|sun|mon|tue|wed,8,14:00,22:00,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03073,30038,"DeKalb County, GA",600,7.891,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:15,15:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03074,30038,"DeKalb County, GA",600,7.218,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:15,13:15,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03075,30038,"DeKalb County, GA",600,0.889,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,14:00,22:00,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03076,30038,"DeKalb County, GA",600,6.648,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sun|fri|mon,4,16:00,20:00,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,3,3,3,100.0,full,false,true
SYN-03077,30038,"DeKalb County, GA",600,2.693,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,10:45,18:45,false,Domestic Terminal,INDIAN CREEK STATION,8.81,park_and_ride,5,5,5,100.0,full,false,true
SYN-03078,30038,"DeKalb County, GA",600,2.839,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:45,01:45,true,Delta TechOps,INDIAN CREEK STATION,8.81,park_and_ride,5,0,0,0.0,none,true,false
