synthetic_id,home_zcta,home_county,source_atl_workers,adoption_percentile,synthetic_generation_version,schedule_model_version,destination_model_version,schedule_type,shift_family,work_days,shift_hours,shift_start_time,shift_end_time,crosses_midnight,airport_destination
SYN-03978,30082,"Cobb County, GA",349,3.349,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,15:30,23:30,false,Delta TechOps
SYN-03979,30082,"Cobb County, GA",349,4.455,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,09:45,17:45,false,Delta TechOps
SYN-03980,30082,"Cobb County, GA",349,5.691,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,fri|sat|sun|mon|tue,8,06:00,14:00,false,International Terminal
SYN-03981,30082,"Cobb County, GA",349,1.578,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:45,18:45,false,International Terminal
SYN-03982,30082,"Cobb County, GA",349,7.399,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:45,12:45,false,Domestic Terminal
SYN-03983,30082,"Cobb County, GA",349,0.195,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,tue|wed|thu|fri,10,05:00,15:00,false,Other Airport Area
SYN-03984,30082,"Cobb County, GA",349,2.921,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,11:45,19:45,false,Rental Car Center
SYN-03985,30082,"Cobb County, GA",349,2.204,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,14:00,22:00,false,Delta TechOps
SYN-03986,30082,"Cobb County, GA",349,3.191,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,sat|sun|mon|tue|wed,8,17:45,01:45,true,Domestic Terminal
SYN-03987,30082,"Cobb County, GA",349,1.184,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,10:00,18:00,false,Domestic Terminal
SYN-03988,30082,"Cobb County, GA",349,4.901,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,11:30,19:30,false,Domestic Terminal
SYN-03989,30082,"Cobb County, GA",349,6.056,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,fri|sat|sun|mon|tue,8,15:30,23:30,false,Delta TechOps
SYN-03990,30082,"Cobb County, GA",349,7.801,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,18:00,02:00,true,Domestic Terminal
SYN-03991,30088,"DeKalb County, GA",338,0.055,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,fri|sat|sun|mon,10,07:45,17:45,false,Domestic Terminal
SYN-03992,30088,"DeKalb County, GA",338,6.109,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,sat|sun|mon|tue|wed,8,05:15,13:15,false,International Terminal
SYN-03993,30088,"DeKalb County, GA",338,8.338,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,13:30,21:30,false,North Cargo Area
SYN-03994,30088,"DeKalb County, GA",338,4.117,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:15,18:15,false,Domestic Terminal
SYN-03995,30088,"DeKalb County, GA",338,5.674,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:00,00:00,true,Domestic Terminal
SYN-03996,30088,"DeKalb County, GA",338,4.896,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,18:30,02:30,true,Domestic Terminal
SYN-03997,30088,"DeKalb County, GA",338,0.965,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,23:45,07:45,true,Delta TechOps
SYN-03998,30088,"DeKalb County, GA",338,8.194,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,thu|fri|sat|sun,10,08:30,18:30,false,Other Airport Area
SYN-03999,30088,"DeKalb County, GA",338,6.675,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,10:15,18:15,false,Domestic Terminal
SYN-04000,30088,"DeKalb County, GA",338,4.650,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,03:45,11:45,false,Domestic Terminal
SYN-04001,30088,"DeKalb County, GA",338,2.313,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,17:30,01:30,true,International Terminal
SYN-04002,30088,"DeKalb County, GA",338,3.907,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,wed|thu|fri|sat,10,14:15,00:15,true,Delta TechOps
SYN-04003,30088,"DeKalb County, GA",338,6.849,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,11:15,21:15,false,Delta TechOps
SYN-04004,30088,"DeKalb County, GA",338,1.100,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,13:00,21:00,false,Domestic Terminal
SYN-04005,30088,"DeKalb County, GA",338,6.741,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,20:30,04:30,true,Delta G.O.
SYN-04006,30088,"DeKalb County, GA",338,2.846,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,09:45,17:45,false,Rental Car Center
SYN-04007,30088,"DeKalb County, GA",338,5.156,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,11:15,19:15,false,Domestic Terminal
SYN-04008,30088,"DeKalb County, GA",338,0.693,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,06:45,14:45,false,Domestic Terminal
SYN-04009,30088,"DeKalb County, GA",338,0.655,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,wed|thu|fri|sat,10,07:00,17:00,false,Domestic Terminal
SYN-04010,30088,"DeKalb County, GA",338,5.514,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,11:15,19:15,false,Delta TechOps
SYN-04011,30088,"DeKalb County, GA",338,8.074,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,04:45,14:45,false,Delta TechOps
SYN-04012,30088,"DeKalb County, GA",338,9.446,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,06:00,14:00,false,Domestic Terminal
SYN-04013,30088,"DeKalb County, GA",338,9.460,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,19:00,03:00,true,Delta G.O.
SYN-04014,30088,"DeKalb County, GA",338,9.845,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,fri|sat|sun|mon,10,06:15,16:15,false,South Cargo Area
SYN-04015,30088,"DeKalb County, GA",338,8.657,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,wed|thu|fri|sat,10,08:00,18:00,false,International Terminal
SYN-04016,30088,"DeKalb County, GA",338,8.830,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,03:30,11:30,false,Domestic Terminal
SYN-04017,30088,"DeKalb County, GA",338,6.574,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,10:30,18:30,false,Domestic Terminal
SYN-04018,30088,"DeKalb County, GA",338,7.721,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,tue|wed|thu|fri|sat,8,13:15,21:15,false,Domestic Terminal
SYN-04019,30088,"DeKalb County, GA",338,0.731,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,sun|thu,6,18:30,00:30,true,Other Airport Area
SYN-04020,30088,"DeKalb County, GA",338,5.760,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,06:00,14:00,false,International Terminal
SYN-04021,30088,"DeKalb County, GA",338,2.429,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,15:00,23:00,false,Domestic Terminal
SYN-04022,30088,"DeKalb County, GA",338,2.288,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,23:15,07:15,true,Delta TechOps
SYN-04023,30088,"DeKalb County, GA",338,2.943,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,sat|sun|mon|tue|wed,8,21:30,05:30,true,Delta TechOps
SYN-04024,30088,"DeKalb County, GA",338,1.477,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,12:45,20:45,false,International Terminal
SYN-04025,30062,"Cobb County, GA",320,9.557,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,10:00,18:00,false,Delta G.O.
SYN-04026,30062,"Cobb County, GA",320,6.126,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,tue|wed|thu|fri,10,23:15,09:15,true,Other Airport Area
SYN-04027,30062,"Cobb County, GA",320,3.407,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,11:00,19:00,false,Domestic Terminal
SYN-04028,30062,"Cobb County, GA",320,3.297,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,thu|fri|sat|sun,10,06:45,16:45,false,North Cargo Area
SYN-04029,30062,"Cobb County, GA",320,4.002,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,sat|sun|mon|tue,10,06:30,16:30,false,Domestic Terminal
SYN-04030,30062,"Cobb County, GA",320,8.220,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,07:00,15:00,false,Delta TechOps
SYN-04031,30062,"Cobb County, GA",320,9.104,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:30,16:30,false,North Cargo Area
SYN-04032,30062,"Cobb County, GA",320,8.391,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:45,21:45,false,Domestic Terminal
SYN-04033,30062,"Cobb County, GA",320,9.860,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,21:00,05:00,true,Domestic Terminal
SYN-04034,30062,"Cobb County, GA",320,7.102,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,18:15,02:15,true,Domestic Terminal
SYN-04035,30062,"Cobb County, GA",320,2.196,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,06:30,14:30,false,North Cargo Area
SYN-04036,30062,"Cobb County, GA",320,6.902,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,mon|tue|wed|thu,10,08:45,18:45,false,Other Airport Area
SYN-04037,30062,"Cobb County, GA",320,7.772,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,tue|wed|thu|fri|sat,8,08:00,16:00,false,Domestic Terminal
SYN-04038,30062,"Cobb County, GA",320,2.957,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,tue|wed,4,16:00,20:00,false,Domestic Terminal
SYN-04039,30062,"Cobb County, GA",320,2.786,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,07:30,15:30,false,Domestic Terminal
SYN-04040,30062,"Cobb County, GA",320,4.852,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:45,23:45,false,Other Airport Area
SYN-04041,30062,"Cobb County, GA",320,9.356,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,20:00,04:00,true,Domestic Terminal
SYN-04042,30062,"Cobb County, GA",320,6.034,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,14:30,22:30,false,Domestic Terminal
SYN-04043,30062,"Cobb County, GA",320,5.111,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,07:00,15:00,false,Domestic Terminal
SYN-04044,30062,"Cobb County, GA",320,5.076,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,sat|sun|mon|tue|wed,8,09:15,17:15,false,Domestic Terminal
SYN-04045,30062,"Cobb County, GA",320,1.366,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,14:45,22:45,false,Domestic Terminal
SYN-04046,30062,"Cobb County, GA",320,0.371,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,evening,mon|fri|thu|sat,5,17:15,22:15,false,Domestic Terminal
SYN-04047,30062,"Cobb County, GA",320,9.609,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,thu|fri|sat|sun,10,09:15,19:15,false,North Cargo Area
SYN-04048,30062,"Cobb County, GA",320,8.821,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,14:30,22:30,false,Other Airport Area
SYN-04049,30062,"Cobb County, GA",320,0.092,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,16:45,00:45,true,Domestic Terminal
SYN-04050,30062,"Cobb County, GA",320,8.373,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:00,01:00,true,North Cargo Area
SYN-04051,30062,"Cobb County, GA",320,3.122,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,03:45,11:45,false,Domestic Terminal
SYN-04052,30062,"Cobb County, GA",320,4.671,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,20:45,04:45,true,Domestic Terminal
SYN-04053,30062,"Cobb County, GA",320,9.000,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:15,21:15,false,Domestic Terminal
SYN-04054,30062,"Cobb County, GA",320,0.727,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:30,14:30,false,South Cargo Area
SYN-04055,30062,"Cobb County, GA",320,9.430,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,03:45,11:45,false,Rental Car Center
SYN-04056,30062,"Cobb County, GA",320,6.698,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,day,sun|thu|fri|mon,4,07:15,11:15,false,Delta TechOps
SYN-04057,30223,"Spalding County, GA",303,2.900,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:00,01:00,true,Rental Car Center
SYN-04058,30223,"Spalding County, GA",303,6.274,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,wed|thu|fri|sat|sun,8,09:30,17:30,false,Domestic Terminal
SYN-04059,30223,"Spalding County, GA",303,3.821,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,sat|sun|mon|tue,10,05:15,15:15,false,Other Airport Area
SYN-04060,30223,"Spalding County, GA",303,8.959,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,wed|thu|fri|sat|sun,8,04:15,12:15,false,Delta G.O.
SYN-04061,30223,"Spalding County, GA",303,7.602,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:15,12:15,false,International Terminal
SYN-04062,30223,"Spalding County, GA",303,2.096,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,16:30,00:30,true,Rental Car Center
SYN-04063,30223,"Spalding County, GA",303,0.945,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,thu|fri|sat|sun|mon,8,22:30,06:30,true,Domestic Terminal
SYN-04064,30223,"Spalding County, GA",303,3.466,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:15,13:15,false,International Terminal
SYN-04065,30223,"Spalding County, GA",303,2.198,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,13:15,21:15,false,Other Airport Area
SYN-04066,30223,"Spalding County, GA",303,0.067,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,19:45,03:45,true,Domestic Terminal
SYN-04067,30223,"Spalding County, GA",303,6.606,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,22:30,06:30,true,Domestic Terminal
SYN-04068,30223,"Spalding County, GA",303,2.099,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:00,17:00,false,Domestic Terminal
SYN-04069,30223,"Spalding County, GA",303,2.576,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,17:00,01:00,true,Domestic Terminal
SYN-04070,30223,"Spalding County, GA",303,9.716,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:45,15:45,false,South Cargo Area
SYN-04071,30223,"Spalding County, GA",303,2.000,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,06:00,14:00,false,Delta TechOps
SYN-04072,30223,"Spalding County, GA",303,6.329,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:30,23:30,false,Domestic Terminal
SYN-04073,30223,"Spalding County, GA",303,1.438,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,thu|fri|sat|sun|mon,8,14:30,22:30,false,International Terminal
SYN-04074,30223,"Spalding County, GA",303,7.000,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,10:00,18:00,false,Domestic Terminal
SYN-04075,30223,"Spalding County, GA",303,4.280,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,fri|sat|sun|mon|tue,8,10:15,18:15,false,Other Airport Area
SYN-04076,30223,"Spalding County, GA",303,9.730,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,wed|thu|fri|sat,10,10:00,20:00,false,Domestic Terminal
SYN-04077,30223,"Spalding County, GA",303,6.537,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,14:30,22:30,false,Domestic Terminal
SYN-04078,30223,"Spalding County, GA",303,6.152,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,tue|wed|thu|fri|sat,8,16:15,00:15,true,Delta G.O.
SYN-04079,30223,"Spalding County, GA",303,4.791,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,midday,fri|sat|sun|mon,10,10:15,20:15,false,Rental Car Center
SYN-04080,30223,"Spalding County, GA",303,8.500,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,12:00,20:00,false,Rental Car Center
SYN-04081,30223,"Spalding County, GA",303,1.948,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,08:45,16:45,false,Domestic Terminal
SYN-04082,30223,"Spalding County, GA",303,2.052,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,fri|sat|sun|mon,10,07:45,17:45,false,Delta TechOps
SYN-04083,30223,"Spalding County, GA",303,4.498,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,sat|sun|mon|tue|wed,8,10:15,18:15,false,Domestic Terminal
SYN-04084,30223,"Spalding County, GA",303,1.797,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,20:15,04:15,true,Rental Car Center
SYN-04085,30223,"Spalding County, GA",303,2.799,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:30,00:30,true,Delta TechOps
SYN-04086,30223,"Spalding County, GA",303,9.991,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,fri|sat|sun|mon,10,17:30,03:30,true,Domestic Terminal
SYN-04087,30067,"Cobb County, GA",302,9.847,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,overnight,mon|tue|wed|thu,10,22:30,08:30,true,International Terminal
SYN-04088,30067,"Cobb County, GA",302,0.431,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,05:15,13:15,false,International Terminal
SYN-04089,30067,"Cobb County, GA",302,1.589,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,06:30,14:30,false,Delta G.O.
SYN-04090,30067,"Cobb County, GA",302,6.816,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,20:00,04:00,true,Domestic Terminal
SYN-04091,30067,"Cobb County, GA",302,8.109,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,13:45,21:45,false,Domestic Terminal
SYN-04092,30067,"Cobb County, GA",302,7.272,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,thu|fri|sat|sun,10,03:45,13:45,false,North Cargo Area
SYN-04093,30067,"Cobb County, GA",302,3.736,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,fri|sat|sun|mon|tue,8,23:00,07:00,true,North Cargo Area
SYN-04094,30067,"Cobb County, GA",302,3.019,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,early_am,tue|wed|thu|fri,10,06:15,16:15,false,Other Airport Area
SYN-04095,30067,"Cobb County, GA",302,6.175,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,mon|tue|wed|thu|fri,8,20:30,04:30,true,Delta TechOps
SYN-04096,30067,"Cobb County, GA",302,4.654,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,thu|fri|sat|sun|mon,8,14:45,22:45,false,Delta G.O.
SYN-04097,30067,"Cobb County, GA",302,9.653,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,mon|tue|wed|thu|fri,8,14:30,22:30,false,North Cargo Area
SYN-04098,30067,"Cobb County, GA",302,8.819,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,sat|sun|mon|tue|wed,8,06:15,14:15,false,Delta TechOps
SYN-04099,30067,"Cobb County, GA",302,6.608,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,08:15,16:15,false,Other Airport Area
SYN-04100,30067,"Cobb County, GA",302,7.753,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,07:00,15:00,false,International Terminal
SYN-04101,30067,"Cobb County, GA",302,8.905,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,wed|thu|fri|sat|sun,8,22:00,06:00,true,International Terminal
SYN-04102,30067,"Cobb County, GA",302,5.145,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,evening,thu|fri|sat|sun,10,17:15,03:15,true,Other Airport Area
SYN-04103,30067,"Cobb County, GA",302,5.950,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,fri|sat|sun|mon|tue,8,06:30,14:30,false,Delta TechOps
SYN-04104,30067,"Cobb County, GA",302,7.094,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,mon|tue|wed|thu|fri,8,04:15,12:15,false,Delta TechOps
SYN-04105,30067,"Cobb County, GA",302,4.182,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,06:45,14:45,false,South Cargo Area
SYN-04106,30067,"Cobb County, GA",302,8.197,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,10:45,18:45,false,North Cargo Area
SYN-04107,30067,"Cobb County, GA",302,5.261,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,wed|thu|fri|sat|sun,8,19:00,03:00,true,Domestic Terminal
SYN-04108,30067,"Cobb County, GA",302,4.680,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,part_time,early_am,wed|tue|sun|sat,4,06:00,10:00,false,Delta G.O.
SYN-04109,30067,"Cobb County, GA",302,9.841,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,thu|fri|sat|sun|mon,8,06:30,14:30,false,Domestic Terminal
SYN-04110,30067,"Cobb County, GA",302,3.665,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,16:30,00:30,true,International Terminal
SYN-04111,30067,"Cobb County, GA",302,1.185,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,evening,mon|tue|wed|thu|fri,8,15:45,23:45,false,Domestic Terminal
SYN-04112,30067,"Cobb County, GA",302,8.318,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,thu|fri|sat|sun|mon,8,08:00,16:00,false,International Terminal
SYN-04113,30067,"Cobb County, GA",302,7.152,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,compressed,day,tue|wed|thu|fri,10,07:45,17:45,false,North Cargo Area
SYN-04114,30067,"Cobb County, GA",302,7.086,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,early_am,tue|wed|thu|fri|sat,8,06:15,14:15,false,International Terminal
SYN-04115,30067,"Cobb County, GA",302,5.925,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,mon|tue|wed|thu|fri,8,09:30,17:30,false,Delta TechOps
SYN-04116,30067,"Cobb County, GA",302,8.845,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,overnight,thu|fri|sat|sun|mon,8,23:00,07:00,true,Other Airport Area
SYN-04117,30314,"Fulton County, GA",300,2.819,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,midday,wed|thu|fri|sat|sun,8,12:30,20:30,false,Delta TechOps
SYN-04118,30314,"Fulton County, GA",300,6.085,v2.3-destinations,ATL-AERO-v1,ATL-Destination-v1,standard,day,sat|sun|mon|tue|wed,8,06:45,14:45,false,Rental Car Center
